date;scenario;macro_categ;final_rate_service;duration_in_sec;pref_elic_duration_in_sec;recomm_duration_in_sec;number_interactions;has_user_perfermed_a_healthy_choice;nutri_score;fsa_score;id_dish_choice;user_constraints;proposal_random_1;proposal_random_2;proposal_random_3;proposal_random_4;proposal_random_5;number_skips;number_likes;all_dishes_shown_pref_elic;url_dishes_pairwise_comparisons;final_dish_not_chosen
27/06/2022 11:51:53;Scenario Multi-modal (Text + Image);Pasta;2;64;16;12;6;False;A;7;http://allrecipes.com/recipe/spinach-mushroom-lasagna/detail.aspx;Meat;http://allrecipes.com/recipe/grandmothers-macaroni-and-cheese/detail.aspx;http://allrecipes.com/recipe/cajun-pasta-fresca/detail.aspx;http://allrecipes.com/recipe/broccoli-lasagna/detail.aspx;http://allrecipes.com/recipe/spinach-cheese-pasta/detail.aspx;http://allrecipes.com/recipe/ramen-noodle-salad/detail.aspx;0;5;http://allrecipes.com/recipe/grandmothers-macaroni-and-cheese/detail.aspx,http://allrecipes.com/recipe/cajun-pasta-fresca/detail.aspx,http://allrecipes.com/recipe/broccoli-lasagna/detail.aspx,http://allrecipes.com/recipe/spinach-cheese-pasta/detail.aspx,http://allrecipes.com/recipe/ramen-noodle-salad/detail.aspx;http://allrecipes.com/recipe/spinach-mushroom-lasagna/detail.aspx - http://allrecipes.com/recipe/lisas-lasagne/detail.aspx;http://allrecipes.com/recipe/lisas-lasagne/detail.aspx
27/06/2022 11:56:19;Scenario Multi-modal (Text + Image);Salad;5;89;26;34;6;False;A;6;http://allrecipes.com/recipe/balela-salad/detail.aspx;;http://allrecipes.com/recipe/israeli-tomato-and-cucumber-salad/detail.aspx;http://allrecipes.com/recipe/chickpea-and-cheese-salad/detail.aspx;http://allrecipes.com/recipe/chinese-cabbage-salad-ii/detail.aspx;http://allrecipes.com/recipe/kale-cranberry-pepita-salad/detail.aspx;http://allrecipes.com/recipe/avocado-egg-and-crab-mash/detail.aspx;2;5;http://allrecipes.com/recipe/farmers-salad/detail.aspx,http://allrecipes.com/recipe/israeli-tomato-and-cucumber-salad/detail.aspx,http://allrecipes.com/recipe/chickpea-and-cheese-salad/detail.aspx,http://allrecipes.com/recipe/chinese-cabbage-salad-ii/detail.aspx,http://allrecipes.com/recipe/kale-cranberry-pepita-salad/detail.aspx,http://allrecipes.com/recipe/tomato-mozzarella-salad-with-balsamic-reduction/detail.aspx,http://allrecipes.com/recipe/avocado-egg-and-crab-mash/detail.aspx;http://allrecipes.com/recipe/balela-salad/detail.aspx - http://allrecipes.com/recipe/french-cafe-summer-salad/detail.aspx;http://allrecipes.com/recipe/french-cafe-summer-salad/detail.aspx
27/06/2022 11:57:27;Scenario Multi-modal (Text + Image);Pasta;4;120;27;32;6;False;D;10;http://allrecipes.com/recipe/chorizo-and-broccoli-rabe-pasta/detail.aspx;Alcohol;http://allrecipes.com/recipe/spicy-sausage-broccoli-rabe-parmesan/detail.aspx;http://allrecipes.com/recipe/mostaccioli-mosta/detail.aspx;http://allrecipes.com/recipe/creamy-macaroni-and-cheese/detail.aspx;http://allrecipes.com/recipe/macaroni-with-four-cheeses/detail.aspx;http://allrecipes.com/recipe/billys-pasta-salad/detail.aspx;1;5;http://allrecipes.com/recipe/spicy-sausage-broccoli-rabe-parmesan/detail.aspx,http://allrecipes.com/recipe/mostaccioli-mosta/detail.aspx,http://allrecipes.com/recipe/creamy-macaroni-and-cheese/detail.aspx,http://allrecipes.com/recipe/macaroni-with-four-cheeses/detail.aspx,http://allrecipes.com/recipe/reuben-mac-and-cheese/detail.aspx,http://allrecipes.com/recipe/billys-pasta-salad/detail.aspx;http://allrecipes.com/recipe/chorizo-and-broccoli-rabe-pasta/detail.aspx - http://allrecipes.com/recipe/chicken-pasta-i/detail.aspx;http://allrecipes.com/recipe/chicken-pasta-i/detail.aspx
27/06/2022 12:20:41;Scenario Multi-modal (Text + Image);Salad;5;86;31;26;7;True;C;5;http://allrecipes.com/recipe/cucumber-salad-i/detail.aspx;no;http://allrecipes.com/recipe/sweet-and-savory-broccoli-salad/detail.aspx;http://allrecipes.com/recipe/fancy-chicken-salad/detail.aspx;http://allrecipes.com/recipe/cool-cucumber-salad-2/detail.aspx;http://allrecipes.com/recipe/grandmothers-sour-cream-cucumber-salad/detail.aspx;http://allrecipes.com/recipe/orchard-harvest-salad/detail.aspx;1;5;http://allrecipes.com/recipe/potato-salad-with-bacon-olives-and-radishes/detail.aspx,http://allrecipes.com/recipe/sweet-and-savory-broccoli-salad/detail.aspx,http://allrecipes.com/recipe/fancy-chicken-salad/detail.aspx,http://allrecipes.com/recipe/cool-cucumber-salad-2/detail.aspx,http://allrecipes.com/recipe/grandmothers-sour-cream-cucumber-salad/detail.aspx,http://allrecipes.com/recipe/orchard-harvest-salad/detail.aspx;http://allrecipes.com/recipe/savory-cucumber-salad/detail.aspx - http://allrecipes.com/recipe/cucumber-salad-i/detail.aspx,http://allrecipes.com/recipe/simple-cucumber-salad/detail.aspx - http://allrecipes.com/recipe/cucumber-salad-i/detail.aspx;http://allrecipes.com/recipe/simple-cucumber-salad/detail.aspx
27/06/2022 12:20:56;Scenario Multi-modal (Text + Image);Pasta;5;67;24;7;6;False;A;6;http://allrecipes.com/recipe/simple-spinach-lasagna/detail.aspx;salad,nutrition drink,Meat;http://allrecipes.com/recipe/spinach-cheese-pasta/detail.aspx;http://allrecipes.com/recipe/tofu-lasagna/detail.aspx;http://allrecipes.com/recipe/sauceless-garden-lasagna/detail.aspx;http://allrecipes.com/recipe/ultimate-shrimp-scampi/detail.aspx;http://allrecipes.com/recipe/kims-summer-cucumber-pasta-salad/detail.aspx;0;5;http://allrecipes.com/recipe/spinach-cheese-pasta/detail.aspx,http://allrecipes.com/recipe/tofu-lasagna/detail.aspx,http://allrecipes.com/recipe/sauceless-garden-lasagna/detail.aspx,http://allrecipes.com/recipe/ultimate-shrimp-scampi/detail.aspx,http://allrecipes.com/recipe/kims-summer-cucumber-pasta-salad/detail.aspx;http://allrecipes.com/recipe/simple-spinach-lasagna/detail.aspx - http://allrecipes.com/recipe/vegan-lasagna-i/detail.aspx;http://allrecipes.com/recipe/vegan-lasagna-i/detail.aspx
27/06/2022 12:29:17;Scenario Multi-modal (Text + Image);Pasta;2;44;14;7;6;False;D;9;http://allrecipes.com/recipe/slow-cooker-macaroni-and-cheese-ii/detail.aspx;Meat;http://allrecipes.com/recipe/greek-god-pasta/detail.aspx;http://allrecipes.com/recipe/sweet-and-sour-pasta-salad/detail.aspx;http://allrecipes.com/recipe/zucchini-alfredo/detail.aspx;http://allrecipes.com/recipe/tenias-chilled-pasta-salad/detail.aspx;http://allrecipes.com/recipe/southern-macaroni-and-cheese-pie/detail.aspx;0;5;http://allrecipes.com/recipe/greek-god-pasta/detail.aspx,http://allrecipes.com/recipe/sweet-and-sour-pasta-salad/detail.aspx,http://allrecipes.com/recipe/zucchini-alfredo/detail.aspx,http://allrecipes.com/recipe/tenias-chilled-pasta-salad/detail.aspx,http://allrecipes.com/recipe/southern-macaroni-and-cheese-pie/detail.aspx;http://allrecipes.com/recipe/slow-cooker-macaroni-and-cheese-ii/detail.aspx - http://allrecipes.com/recipe/pasta-with-vegetables/detail.aspx;http://allrecipes.com/recipe/pasta-with-vegetables/detail.aspx
27/06/2022 12:30:14;Scenario Multi-modal (Text + Image);Pasta;5;82;17;6;6;False;A;6;http://allrecipes.com/recipe/simple-spinach-lasagna/detail.aspx;Meat;http://allrecipes.com/recipe/tofu-lasagna/detail.aspx;http://allrecipes.com/recipe/spaghetti-pizza-i/detail.aspx;http://allrecipes.com/recipe/tomato-cream-sauce-for-pasta/detail.aspx;http://allrecipes.com/recipe/linguini-with-vegetables/detail.aspx;http://allrecipes.com/recipe/spaghetti-with-broccoli-and-mushrooms/detail.aspx;0;5;http://allrecipes.com/recipe/tofu-lasagna/detail.aspx,http://allrecipes.com/recipe/spaghetti-pizza-i/detail.aspx,http://allrecipes.com/recipe/tomato-cream-sauce-for-pasta/detail.aspx,http://allrecipes.com/recipe/linguini-with-vegetables/detail.aspx,http://allrecipes.com/recipe/spaghetti-with-broccoli-and-mushrooms/detail.aspx;http://allrecipes.com/recipe/simple-spinach-lasagna/detail.aspx - http://allrecipes.com/recipe/lisas-lasagne/detail.aspx;http://allrecipes.com/recipe/lisas-lasagne/detail.aspx
27/06/2022 12:43:26;Scenario Multi-modal (Text + Image);Snack;5;203;13;163;7;False;B;8;http://allrecipes.com/recipe/healthier-double-tomato-bruschetta/detail.aspx;Alcohol;http://allrecipes.com/recipe/quick-zucchini-chips/detail.aspx;http://allrecipes.com/recipe/sweet-and-sour-meatballs-suan-tien-niu-jou-po-lo-la-tzu/detail.aspx;http://allrecipes.com/recipe/spicy-orange-bison-balls/detail.aspx;http://allrecipes.com/recipe/easter-deviled-eggs/detail.aspx;http://allrecipes.com/recipe/basil-pesto-bread/detail.aspx;0;5;http://allrecipes.com/recipe/quick-zucchini-chips/detail.aspx,http://allrecipes.com/recipe/sweet-and-sour-meatballs-suan-tien-niu-jou-po-lo-la-tzu/detail.aspx,http://allrecipes.com/recipe/spicy-orange-bison-balls/detail.aspx,http://allrecipes.com/recipe/easter-deviled-eggs/detail.aspx,http://allrecipes.com/recipe/basil-pesto-bread/detail.aspx;http://allrecipes.com/recipe/healthier-double-tomato-bruschetta/detail.aspx - http://allrecipes.com/recipe/kens-perfect-hard-boiled-egg-and-i-mean-perfect/detail.aspx;http://allrecipes.com/recipe/kens-perfect-hard-boiled-egg-and-i-mean-perfect/detail.aspx
27/06/2022 12:49:42;Scenario Multi-modal (Text + Image);Pasta;5;107;16;45;6;False;B;7;http://allrecipes.com/recipe/sun-dried-tomato-chicken-2/detail.aspx;;http://allrecipes.com/recipe/bleu-cheese-macaroni/detail.aspx;http://allrecipes.com/recipe/baked-penne-with-italian-sausage/detail.aspx;http://allrecipes.com/recipe/chickn-parmesan-casserole/detail.aspx;http://allrecipes.com/recipe/poppy-seed-chicken-pasta-salad/detail.aspx;http://allrecipes.com/recipe/refreshing-summer-orzo-salad/detail.aspx;1;5;http://allrecipes.com/recipe/bleu-cheese-macaroni/detail.aspx,http://allrecipes.com/recipe/baked-penne-with-italian-sausage/detail.aspx,http://allrecipes.com/recipe/chickn-parmesan-casserole/detail.aspx,http://allrecipes.com/recipe/easy-vegetarian-pasta/detail.aspx,http://allrecipes.com/recipe/poppy-seed-chicken-pasta-salad/detail.aspx,http://allrecipes.com/recipe/refreshing-summer-orzo-salad/detail.aspx;http://allrecipes.com/recipe/sun-dried-tomato-chicken-2/detail.aspx - http://allrecipes.com/recipe/chicken-penne-italiano/detail.aspx;http://allrecipes.com/recipe/chicken-penne-italiano/detail.aspx
27/06/2022 12:53:06;Scenario Multi-modal (Text + Image);Pasta;5;28;11;5;6;False;C;7;http://allrecipes.com/recipe/baked-ziti-iii/detail.aspx;Alcohol;http://allrecipes.com/recipe/pork-stroganoff/detail.aspx;http://allrecipes.com/recipe/baked-ziti-i/detail.aspx;http://allrecipes.com/recipe/buffalo-cheesy-chicken-lasagna/detail.aspx;http://allrecipes.com/recipe/allies-delicious-macaroni-and-cheese/detail.aspx;http://allrecipes.com/recipe/malaysian-chinese-style-pasta/detail.aspx;0;5;http://allrecipes.com/recipe/pork-stroganoff/detail.aspx,http://allrecipes.com/recipe/baked-ziti-i/detail.aspx,http://allrecipes.com/recipe/buffalo-cheesy-chicken-lasagna/detail.aspx,http://allrecipes.com/recipe/allies-delicious-macaroni-and-cheese/detail.aspx,http://allrecipes.com/recipe/malaysian-chinese-style-pasta/detail.aspx;http://allrecipes.com/recipe/baked-ziti-iii/detail.aspx - http://allrecipes.com/recipe/awesome-sauce/detail.aspx;http://allrecipes.com/recipe/awesome-sauce/detail.aspx
