http://allrecipes.com/recipe/5-cup-salad/detail.aspx;Salad;http://images.media-allrecipes.com/userphotos/250x250/02/21/78/2217808.jpg;5 Cup Salad;157;pineapple,sour cream,mandarin,coconut,marshmallows;8;1.5g;19.2g;1.4g;14.5g;8.7g;6.2g;51.3mg;5;863.2049999999999;108;1.3901680365614195;17.79415086798617;1.297490167457325;13.438291020093722;8.062974612056232;5.746027884453867;47.543746850400545;0.130302;0.12076111700001739;609.1972127130866;C;8;Labels_MMCIS/Salad-1-5 Cup Salad.jpeg;4.8;5;images/good_images/Salad-1-5 Cup Salad-good.jpg;images/bad_images/Salad-1-5 Cup Salad-bad.jpg
http://allrecipes.com/recipe/arugula-caprese-salad/detail.aspx;Salad;http://images.media-allrecipes.com/userphotos/250x250/00/91/79/917963.jpg;Arugula Caprese Salad;114;arugula,salt,black pepper,balsamic vinegar,basil pesto,croutons,mozzarella,tomato;6;4.7g;5.2g;0.6g;1.3g;7.9g;3.2g;232.3mg;5;497;83;5.674044265593563;6.277665995975856;0.7243460764587524;1.569416498993964;9.537223340040244;3.8631790744466805;280.44265593561374;0.5900420000000001;0.7123243460764588;576.2115090543259;C;7;Labels_MMCIS/Salad-2-Arugula Caprese Salad.jpeg;4.333333333333333;3;images/good_images/Salad-2-Arugula Caprese Salad-good.jpg;images/bad_images/Salad-2-Arugula Caprese Salad-bad.jpg
http://allrecipes.com/recipe/bennos-bacon-potato-salad/detail.aspx;Salad;http://images.media-allrecipes.com/userphotos/250x250/00/97/01/970178.jpg;Benno's Bacon Potato Salad;323;bacon,salt,potato,Creole seasoning,lemon juice,yellow onion,celery,yellow pepper,mayonnaise,mustard;4;4.6g;23.6g;2.8g;3g;24g;3.9g;889.3mg;5;1800.815755;450;1.0217591638074044;5.242068753446684;0.6219403605784202;0.6663646720483073;5.330917376386458;0.8662740736627995;197.5327009508532;2.258822;0.5017330604151672;300.3830672283295;B;6;Labels_MMCIS/Salad-3-Benno^s Bacon Potato Salad.jpeg;4.5;2;images/good_images/Salad-3-Benno's Bacon Potato Salad-good.jpg;images/bad_images/Salad-3-Benno's Bacon Potato Salad-bad.jpg
http://allrecipes.com/recipe/cherry-chicken-salad/detail.aspx;Salad;http://images.media-allrecipes.com/userphotos/250x250/00/03/90/39072.jpg;Cherry Chicken Salad;264;mayonnaise,apple,black pepper,chicken,salt,cherries,celery,pecans,buttermilk;4;24.3g;12g;2.3g;7.5g;12.7g;2.3g;355.7mg;5;600.4931999999999;150;16.186694537090514;7.993429401032353;1.5320739685312008;4.99589337564522;8.45971278275924;1.5320739685312008;236.938569828934;0.903478;0.6018239673654924;736.2715847573296;B;7;Labels_MMCIS/Salad-4-Cherry Chicken Salad.jpeg;4.615384615384615;13;images/good_images/Salad-4-Cherry Chicken Salad-good.jpg;images/bad_images/Salad-4-Cherry Chicken Salad-bad.jpg
http://allrecipes.com/recipe/chicken-pecan-salad/detail.aspx;Salad;http://images.media-allrecipes.com/userphotos/250x250/00/41/28/412859.jpg;Chicken Pecan Salad;983;chicken,pecans,hot pepper sauce,margarine,sugar,Worcestershire sauce,lemon juice,salt,strawberries,olive oil,lettuce,tomato,blueberries,raspberries,grape;6;35.9g;39.9g;10.2g;26.2g;80.4g;9.1g;681.3mg;6;2393.814717;399;8.998190146894311;10.000774007272508;2.556588843964401;6.566924285477186;20.15193559360175;2.2808782823603964;170.7650960189163;1.7305019999999998;0.43374334388804736;1031.5646497046746;B;9;Labels_MMCIS/Salad-5-Chicken Pecan Salad.jpeg;4.75;4;images/good_images/Salad-5-Chicken Pecan Salad-good.jpg;images/bad_images/Salad-5-Chicken Pecan Salad-bad.jpg
http://allrecipes.com/recipe/cinco-de-mayo-salad/detail.aspx;Salad;http://images.media-allrecipes.com/userphotos/250x250/01/07/28/1072860.jpg;Cinco De Mayo Salad;288;croutons,cilantro,vinegar,Parmesan cheese,yogurt,anchovy,shallot,lemon juice,olive oil,salt,black pepper,salad herbs,tomato,bean,red pepper,corn,jalapeno pepper;8;6.9g;18g;5.9g;3g;22.4g;3.6g;249.2mg;5;2142.81751;268;2.5760476448598744;6.720124290938803;2.2027074064743855;1.1200207151564672;8.362821339834955;1.3440248581877605;93.03638740566386;0.632968;0.2363124240103862;450.17306210084126;A;5;Labels_MMCIS/Salad-6-Cinco De Mayo Salad.jpeg;5;8;images/good_images/Salad-6-Cinco De Mayo Salad-good.jpg;images/bad_images/Salad-6-Cinco De Mayo Salad-bad.jpg
http://allrecipes.com/recipe/crispy-cucumbers-and-tomatoes-in-dill-dressing/detail.aspx;Salad;http://images.media-allrecipes.com/userphotos/250x250/00/24/94/249418.jpg;Crispy Cucumbers and Tomatoes in Dill Dressing;71;red onion,vinegar,sugar,tomato,cucumber,vegetable oil,black pepper,weed,salt;6;1g;6.7g;1.2g;3.8g;4.7g;0.8g;198.5mg;5;861.179167;144;0.6967191299926093;4.668018170950483;0.836062955991131;2.647532693971915;3.2745799109652642;0.5573753039940875;138.29874730353293;0.50419;0.35127881815097367;207.10867939516703;B;6;Labels_MMCIS/Salad-7-Crispy Cucumbers and Tomatoes in Dill Dressing.jpeg;4.461538461538462;91;images/good_images/Salad-7-Crispy Cucumbers and Tomatoes in Dill Dressing-good.jpg;images/bad_images/Salad-7-Crispy Cucumbers and Tomatoes in Dill Dressing-bad.jpg
http://allrecipes.com/recipe/crunchy-bok-choy-salad/detail.aspx;Salad;http://images.media-allrecipes.com/userphotos/250x250/01/00/94/1009401.jpg;Crunchy Bok Choy Salad;199;onion,bok choy,soy sauce,vinegar,vegetable oil,sugar,butter,almond,sunflower seeds,noodles;12;3.4g;14.2g;1.5g;9.4g;19.1g;4.2g;352.7mg;5;1266.03571;106;3.222657913811925;13.459335992979215;1.4217608443287906;8.909701291127089;18.103754751119933;3.9809303641206144;334.30336652984295;0.895858;0.8491305509858011;789.7153548694135;C;9;Labels_MMCIS/Salad-8-Crunchy Bok Choy Salad.jpeg;5;1;images/good_images/Salad-8-Crunchy Bok Choy Salad-good.jpg;images/bad_images/Salad-8-Crunchy Bok Choy Salad-bad.jpg
http://allrecipes.com/recipe/crunchy-lettuce/detail.aspx;Salad;http://images.media-allrecipes.com/userphotos/250x250/00/76/20/762077.jpg;Crunchy Lettuce;555;sugar,vegetable oil,almond,lettuce,bacon,sesame seeds,green onion,noodles,black pepper,salt,vinegar;4;11.5g;27.1g;4.7g;15.9g;46.7g;7g;956.4mg;5;1081.0448600000002;270;4.255142566424116;10.0273359608777;1.7390582662776821;5.88319711357769;17.279578943652716;2.5900867795625055;353.8798565676543;2.429256;0.898854835681842;859.7881867733036;B;8;Labels_MMCIS/Salad-9-Crunchy Lettuce.jpeg;4.75;8;images/good_images/Salad-9-Crunchy Lettuce-good.jpg;images/bad_images/Salad-9-Crunchy Lettuce-bad.jpg
http://allrecipes.com/recipe/egg-salad-ii/detail.aspx;Salad;http://images.media-allrecipes.com/userphotos/250x250/00/59/12/591231.jpg?fix=33;Egg Salad II;813;milk,green peas,celery,mayonnaise,salt,pepper,butter,bread crumbs,onion,egg,pimento pepper;4;23g;39.4g;3.9g;7.7g;63.4g;14.5g;1103.5mg;6;1229.621;307;7.4819802199214225;12.81695742021322;1.2686836025084152;2.5048368562345633;20.624241127957312;4.716900573428723;358.9723988123169;2.8028899999999997;0.9117898929832849;1107.290262609373;C;8;Labels_MMCIS/Salad-10-Egg Salad II.jpeg;2;2;images/good_images/Salad-10-Egg Salad II-good.jpg;images/bad_images/Salad-10-Egg Salad II-bad.jpg
